user_id,family_id,first_name,last_name,email,password_digest,created_at,updated_at,last_login,active,last_synced_at
799f37bf-65f6-46a5-9e3e-6d18e12cbe1c,39aeaf02-1cfe-408d-a781-6425f82d49c9,xPpvPMRc,u79gFKz7pR,GOr4YW@example.com,u4cefukgFvswdXGZLN1t,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,true,
9f1dcf73-5814-4da7-a07d-c0cba360cbf1,39aeaf02-1cfe-408d-a781-6425f82d49c9,9JSVeFKT,b4645p5GqY,7Z566y@example.com,S7YBwHiodA7p9yQn4Kj9,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,true,
7d86e4d4-ded2-4e12-bcc4-d7ae1b5aa33b,39aeaf02-1cfe-408d-a781-6425f82d49c9,TfnFbdsm,eRQAWXO7iU,CRCmCn@example.com,QdYULt7NhUFYXNYTHeMi,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,true,
a88210e0-b0d0-411d-92ad-f60f1404a714,a6170d2b-5eb9-4ffc-8b69-6571586d4c7b,5uzf8EqQ,EhlVrO9uou,LB1Nad@example.com,NZaR7rRyPhYwCxE43MMo,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,false,
0a9ebaa1-8f21-40f1-9070-bd5786ae6f83,2bbb5c74-2dbd-4e11-bec7-d325cdf6feb9,mY74PfD7,fHCqDXRUA7,ZDXedK@example.com,sXWaGwxswkqWAkoa1bt4,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,false,
582e153e-33ca-4ef0-9733-59949e9ada2a,2bbb5c74-2dbd-4e11-bec7-d325cdf6feb9,C9JwvfmS,As4tvUsIJQ,P4O6ex@example.com,wYipPUEgTMg73fLKTaym,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,true,
f3d2e076-8b22-481d-a1df-59eed483e57a,2bbb5c74-2dbd-4e11-bec7-d325cdf6feb9,DVvAt8Qt,ZB6bBLmSAa,BeDVA1@example.com,mmlYMxiy2bKliAd8upxt,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,true,
663c62e6-25c6-4154-8997-d6884fc9a21a,44974565-730b-4e25-8253-852e604833df,aIBbYdl7,sQvo8hm0ae,Dxs46M@example.com,q6L1EXacc0HDgaqt8dis,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,false,
0b0711fd-d1fb-42f7-acc7-464f3e1445a9,44974565-730b-4e25-8253-852e604833df,sr0WaILF,LoiEhXSD5z,YObq0P@example.com,alvmPyctUAcVr13ljq1Y,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,false,
418aeeac-5620-4b74-9337-f408f070ac2c,44974565-730b-4e25-8253-852e604833df,zcmwLdn3,w35MZJn6Pz,6oFyGW@example.com,5RsyJy1MQFYotSDaSsQf,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,true,
bbc99a35-a236-4e86-a934-018d7bd7315e,a6170d2b-5eb9-4ffc-8b69-6571586d4c7b,ehNnYXqM,yNlRVeFP9X,VOyQlP@example.com,$2a$12$vZfZY1pYrOe0gOgXVBh/8uHi2owXMKFKyuHWG7uP5GR4WMJt.6J/q,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,,false,
